CPF,MATRICULA,DATA_VENDA,NUMERO,IMPOSTO
19290992743,00237,2015-01-02,171,0.1
9283760794,00235,2015-01-02,172,0.1
7771579779,00237,2015-01-02,173,0.12
5576228758,00235,2015-01-02,174,0.12
9283760794,00237,2015-01-02,175,0.1
7771579779,00236,2015-01-02,176,0.1
1471156710,00236,2015-01-02,177,0.1
3623344710,00237,2015-01-02,178,0.12
1471156710,00236,2015-01-02,179,0.12
1471156710,00237,2015-01-02,180,0.1
94387575700,00235,2015-01-02,181,0.1
5840119709,00235,2015-01-02,182,0.1
8719655770,00237,2015-01-02,183,0.12
9283760794,00235,2015-01-02,184,0.1
19290992743,00235,2015-01-02,185,0.12
5576228758,00236,2015-01-02,186,0.1
8719655770,00236,2015-01-02,187,0.1
7771579779,00237,2015-01-02,188,0.1
8719655770,00236,2015-01-02,189,0.1
5648641702,00237,2015-01-02,190,0.1
50534475787,00236,2015-01-02,191,0.12
3623344710,00237,2015-01-02,192,0.12
8502682733,00237,2015-01-02,193,0.1
8719655770,00237,2015-01-02,194,0.12
9283760794,00236,2015-01-02,195,0.1
5840119709,00237,2015-01-02,196,0.1
1471156710,00237,2015-01-02,197,0.12
50534475787,00235,2015-01-02,198,0.12
8502682733,00237,2015-01-02,199,0.1
9283760794,00235,2015-01-02,200,0.1
3623344710,00236,2015-01-02,201,0.12
2600586709,00236,2015-01-02,202,0.12
8502682733,00236,2015-01-02,203,0.1
8719655770,00235,2015-01-02,204,0.12
94387575700,00236,2015-01-02,205,0.1
9283760794,00236,2015-01-02,206,0.1
8719655770,00236,2015-01-02,207,0.12
50534475787,00235,2015-01-02,208,0.1
1471156710,00235,2015-01-02,209,0.12
2600586709,00235,2015-01-02,210,0.1
2600586709,00237,2015-01-02,211,0.1
5840119709,00237,2015-01-02,212,0.12
94387575700,00236,2015-01-02,213,0.1
19290992743,00235,2015-01-02,214,0.12
50534475787,00237,2015-01-02,215,0.1
2600586709,00235,2015-01-02,216,0.12
7771579779,00237,2015-01-02,217,0.1
9283760794,00235,2015-01-02,218,0.12
492472718,00237,2015-01-02,219,0.1
5576228758,00237,2015-01-02,220,0.1
7771579779,00235,2015-01-02,221,0.12
5576228758,00235,2015-01-02,222,0.12
94387575700,00237,2015-01-02,223,0.1
5840119709,00236,2015-01-02,224,0.1
8502682733,00236,2015-01-02,225,0.1
7771579779,00235,2015-01-02,226,0.12
2600586709,00237,2015-01-02,227,0.1
50534475787,00237,2015-01-02,228,0.1
3623344710,00236,2015-01-02,229,0.12
5840119709,00237,2015-01-02,230,0.1
5576228758,00237,2015-01-02,231,0.1
1471156710,00236,2015-01-02,232,0.12
8719655770,00237,2015-01-02,233,0.1
94387575700,00235,2015-01-02,234,0.12
7771579779,00235,2015-01-02,235,0.12
2600586709,00236,2015-01-02,236,0.1
3623344710,00236,2015-01-02,237,0.1
2600586709,00237,2015-01-02,238,0.12
8502682733,00237,2015-01-02,239,0.12
94387575700,00236,2015-01-03,240,0.12
492472718,00235,2015-01-03,241,0.1
7771579779,00237,2015-01-03,242,0.1
9283760794,00237,2015-01-03,243,0.12
5648641702,00236,2015-01-03,244,0.12
50534475787,00236,2015-01-03,245,0.1
5648641702,00235,2015-01-03,246,0.1
5576228758,00236,2015-01-03,247,0.1
8719655770,00235,2015-01-03,248,0.12
1471156710,00235,2015-01-03,249,0.1
2600586709,00235,2015-01-03,250,0.12
5648641702,00235,2015-01-03,251,0.1
5576228758,00237,2015-01-03,252,0.1
1471156710,00236,2015-01-03,253,0.1
5840119709,00237,2015-01-03,254,0.1
3623344710,00235,2015-01-03,255,0.1
5648641702,00237,2015-01-03,256,0.12
1471156710,00236,2015-01-03,257,0.1
19290992743,00235,2015-01-03,258,0.12
5840119709,00235,2015-01-03,259,0.1
1471156710,00237,2015-01-03,260,0.12
94387575700,00235,2015-01-03,261,0.1
3623344710,00237,2015-01-03,262,0.12
5576228758,00236,2015-01-03,263,0.1
5576228758,00236,2015-01-03,264,0.1
9283760794,00237,2015-01-03,265,0.12
50534475787,00236,2015-01-03,266,0.12
5648641702,00237,2015-01-03,267,0.12
9283760794,00235,2015-01-03,268,0.12
3623344710,00236,2015-01-03,269,0.12
8719655770,00237,2015-01-03,270,0.1
5648641702,00236,2015-01-03,271,0.1
9283760794,00236,2015-01-03,272,0.12
5648641702,00235,2015-01-03,273,0.1
19290992743,00237,2015-01-03,274,0.12
8719655770,00235,2015-01-03,275,0.12
8502682733,00237,2015-01-03,276,0.1
1471156710,00235,2015-01-03,277,0.12
50534475787,00235,2015-01-03,278,0.12
1471156710,00235,2015-01-03,279,0.1
492472718,00237,2015-01-03,280,0.12
94387575700,00236,2015-01-03,281,0.1
2600586709,00237,2015-01-03,282,0.1
7771579779,00235,2015-01-03,283,0.12
2600586709,00236,2015-01-03,284,0.12
94387575700,00235,2015-01-03,285,0.12
1471156710,00236,2015-01-03,286,0.12
5576228758,00235,2015-01-03,287,0.1
492472718,00235,2015-01-03,288,0.1
492472718,00236,2015-01-03,289,0.1
7771579779,00235,2015-01-03,290,0.1
8719655770,00236,2015-01-03,291,0.12
9283760794,00235,2015-01-03,292,0.12
50534475787,00237,2015-01-03,293,0.12
3623344710,00237,2015-01-03,294,0.12
50534475787,00237,2015-01-03,295,0.12
2600586709,00237,2015-01-03,296,0.12
3623344710,00237,2015-01-03,297,0.12
8502682733,00237,2015-01-03,298,0.12
1471156710,00237,2015-01-03,299,0.1
7771579779,00236,2015-01-03,300,0.12
5840119709,00236,2015-01-03,301,0.1
8719655770,00236,2015-01-03,302,0.1
3623344710,00235,2015-01-03,303,0.12
3623344710,00236,2015-01-03,304,0.12
19290992743,00236,2015-01-03,305,0.12
7771579779,00235,2015-01-03,306,0.1
19290992743,00235,2015-01-03,307,0.12
5576228758,00237,2015-01-03,308,0.12
8502682733,00236,2015-01-03,309,0.1
1471156710,00237,2015-01-04,310,0.1
492472718,00236,2015-01-04,311,0.1
3623344710,00235,2015-01-04,312,0.12
8719655770,00237,2015-01-04,313,0.12
50534475787,00236,2015-01-04,314,0.12
19290992743,00237,2015-01-04,315,0.1
5840119709,00237,2015-01-04,316,0.1
8502682733,00235,2015-01-04,317,0.12
492472718,00236,2015-01-04,318,0.1
50534475787,00237,2015-01-04,319,0.1
9283760794,00236,2015-01-04,320,0.1
2600586709,00235,2015-01-04,321,0.1
1471156710,00237,2015-01-04,322,0.12
2600586709,00237,2015-01-04,323,0.12
492472718,00236,2015-01-04,324,0.1
94387575700,00237,2015-01-04,325,0.12
3623344710,00237,2015-01-04,326,0.12
492472718,00236,2015-01-04,327,0.12
94387575700,00236,2015-01-04,328,0.12
2600586709,00237,2015-01-04,329,0.12
8719655770,00237,2015-01-04,330,0.1
492472718,00237,2015-01-04,331,0.1
19290992743,00236,2015-01-04,332,0.1
7771579779,00236,2015-01-04,333,0.12
8502682733,00236,2015-01-04,334,0.1
5648641702,00237,2015-01-04,335,0.1
3623344710,00237,2015-01-04,336,0.12
1471156710,00236,2015-01-04,337,0.12
8719655770,00236,2015-01-04,338,0.12
492472718,00237,2015-01-04,339,0.12
19290992743,00236,2015-01-04,340,0.12
1471156710,00235,2015-01-04,341,0.1
1471156710,00237,2015-01-04,342,0.1
2600586709,00235,2015-01-04,343,0.1
9283760794,00236,2015-01-04,344,0.1
94387575700,00236,2015-01-04,345,0.12
3623344710,00236,2015-01-04,346,0.1
492472718,00236,2015-01-04,347,0.1
50534475787,00235,2015-01-04,348,0.1
1471156710,00236,2015-01-04,349,0.12
8502682733,00236,2015-01-04,350,0.12
19290992743,00237,2015-01-04,351,0.12
5840119709,00237,2015-01-04,352,0.12
5648641702,00235,2015-01-04,353,0.12
8502682733,00236,2015-01-04,354,0.12
492472718,00235,2015-01-04,355,0.12
8719655770,00237,2015-01-04,356,0.12
8502682733,00236,2015-01-04,357,0.1
5840119709,00236,2015-01-04,358,0.1
94387575700,00235,2015-01-04,359,0.12
9283760794,00236,2015-01-04,360,0.12
9283760794,00236,2015-01-04,361,0.1
492472718,00235,2015-01-04,362,0.12
5576228758,00237,2015-01-04,363,0.12
1471156710,00235,2015-01-04,364,0.12
1471156710,00237,2015-01-04,365,0.12
8719655770,00235,2015-01-04,366,0.12
50534475787,00236,2015-01-04,367,0.12
492472718,00235,2015-01-04,368,0.1
5840119709,00236,2015-01-04,369,0.1
2600586709,00235,2015-01-04,370,0.1
5648641702,00235,2015-01-04,371,0.1
94387575700,00235,2015-01-04,372,0.1
19290992743,00237,2015-01-04,373,0.12
7771579779,00237,2015-01-04,374,0.1
5648641702,00235,2015-01-05,375,0.1
9283760794,00235,2015-01-05,376,0.12
5576228758,00237,2015-01-05,377,0.12
5576228758,00237,2015-01-05,378,0.12
5576228758,00236,2015-01-05,379,0.1
94387575700,00236,2015-01-05,380,0.12
5648641702,00235,2015-01-05,381,0.1
8502682733,00236,2015-01-05,382,0.12
2600586709,00236,2015-01-05,383,0.1
5840119709,00235,2015-01-05,384,0.12
94387575700,00237,2015-01-05,385,0.12
94387575700,00237,2015-01-05,386,0.1
7771579779,00236,2015-01-05,387,0.1
50534475787,00235,2015-01-05,388,0.1
8719655770,00236,2015-01-05,389,0.1
94387575700,00235,2015-01-05,390,0.1
5648641702,00236,2015-01-05,391,0.12
5576228758,00237,2015-01-05,392,0.1
8502682733,00237,2015-01-05,393,0.12
2600586709,00235,2015-01-05,394,0.1
7771579779,00237,2015-01-05,395,0.12
7771579779,00237,2015-01-05,396,0.1
9283760794,00236,2015-01-05,397,0.12
8502682733,00235,2015-01-05,398,0.1
50534475787,00236,2015-01-05,399,0.1
19290992743,00235,2015-01-05,400,0.1
9283760794,00237,2015-01-05,401,0.12
9283760794,00237,2015-01-05,402,0.12
2600586709,00237,2015-01-05,403,0.1
50534475787,00235,2015-01-05,404,0.12
8502682733,00237,2015-01-05,405,0.12
5648641702,00237,2015-01-05,406,0.1
492472718,00235,2015-01-05,407,0.1
1471156710,00236,2015-01-05,408,0.12
5576228758,00236,2015-01-05,409,0.12
2600586709,00237,2015-01-05,410,0.1
19290992743,00237,2015-01-05,411,0.1
8502682733,00236,2015-01-05,412,0.1
5840119709,00237,2015-01-05,413,0.1
5840119709,00235,2015-01-05,414,0.12
5576228758,00235,2015-01-05,415,0.1
94387575700,00237,2015-01-05,416,0.12
1471156710,00236,2015-01-05,417,0.12
1471156710,00235,2015-01-05,418,0.12
5576228758,00235,2015-01-05,419,0.12
8502682733,00236,2015-01-05,420,0.1
5840119709,00236,2015-01-05,421,0.1
19290992743,00236,2015-01-05,422,0.1
5648641702,00236,2015-01-05,423,0.12
2600586709,00236,2015-01-05,424,0.1
492472718,00235,2015-01-05,425,0.1
5576228758,00236,2015-01-05,426,0.1
19290992743,00235,2015-01-05,427,0.12
7771579779,00237,2015-01-05,428,0.12
94387575700,00235,2015-01-05,429,0.1
2600586709,00236,2015-01-05,430,0.1
5840119709,00236,2015-01-05,431,0.1
1471156710,00236,2015-01-05,432,0.1
492472718,00237,2015-01-05,433,0.12
8502682733,00235,2015-01-05,434,0.12
5840119709,00237,2015-01-05,435,0.1
8719655770,00236,2015-01-05,436,0.1
50534475787,00237,2015-01-05,437,0.1
5576228758,00235,2015-01-05,438,0.12
50534475787,00237,2015-01-05,439,0.1
7771579779,00236,2015-01-05,440,0.12
9283760794,00237,2015-01-05,441,0.1
3623344710,00236,2015-01-05,442,0.12
7771579779,00236,2015-01-05,443,0.12
50534475787,00237,2015-01-05,444,0.12
9283760794,00235,2015-01-05,445,0.12
492472718,00235,2015-01-05,446,0.12
3623344710,00237,2015-01-05,447,0.12
5840119709,00237,2015-01-05,448,0.1
19290992743,00236,2015-01-05,449,0.1
2600586709,00236,2015-01-05,450,0.12
1471156710,00237,2015-01-05,451,0.12
9283760794,00237,2015-01-05,452,0.1
5576228758,00237,2015-01-05,453,0.12
1471156710,00236,2015-01-05,454,0.1
1471156710,00237,2015-01-05,455,0.12
50534475787,00236,2015-01-05,456,0.12
2600586709,00235,2015-01-05,457,0.1
94387575700,00235,2015-01-05,458,0.12
492472718,00235,2015-01-05,459,0.12
8719655770,00236,2015-01-05,460,0.12
50534475787,00236,2015-01-06,461,0.12
8502682733,00237,2015-01-06,462,0.1
94387575700,00236,2015-01-06,463,0.1
1471156710,00235,2015-01-06,464,0.1
3623344710,00237,2015-01-06,465,0.1
5840119709,00237,2015-01-06,466,0.12
8719655770,00235,2015-01-06,467,0.12
50534475787,00236,2015-01-06,468,0.1
2600586709,00235,2015-01-06,469,0.12
5840119709,00237,2015-01-06,470,0.12
94387575700,00237,2015-01-06,471,0.1
8502682733,00236,2015-01-06,472,0.12
5840119709,00237,2015-01-06,473,0.12
2600586709,00236,2015-01-06,474,0.12
3623344710,00236,2015-01-06,475,0.1
8502682733,00236,2015-01-06,476,0.1
5648641702,00236,2015-01-06,477,0.1
5576228758,00237,2015-01-06,478,0.12
8502682733,00236,2015-01-06,479,0.1
3623344710,00236,2015-01-06,480,0.1
7771579779,00235,2015-01-06,481,0.1
5840119709,00236,2015-01-06,482,0.1
94387575700,00237,2015-01-06,483,0.1
2600586709,00237,2015-01-06,484,0.12
8502682733,00236,2015-01-06,485,0.12
3623344710,00237,2015-01-06,486,0.12
2600586709,00237,2015-01-06,487,0.12
94387575700,00237,2015-01-06,488,0.12
9283760794,00237,2015-01-06,489,0.12
492472718,00235,2015-01-06,490,0.1
5840119709,00237,2015-01-06,491,0.12
492472718,00236,2015-01-06,492,0.12
5648641702,00236,2015-01-06,493,0.1
19290992743,00235,2015-01-06,494,0.1
1471156710,00236,2015-01-06,495,0.1
1471156710,00237,2015-01-06,496,0.12
19290992743,00235,2015-01-06,497,0.12
94387575700,00235,2015-01-06,498,0.1
5648641702,00236,2015-01-06,499,0.1
5840119709,00235,2015-01-06,500,0.1
8502682733,00235,2015-01-06,501,0.1
94387575700,00236,2015-01-06,502,0.12
9283760794,00235,2015-01-06,503,0.12
94387575700,00235,2015-01-06,504,0.1
5648641702,00235,2015-01-06,505,0.12
9283760794,00237,2015-01-06,506,0.1
50534475787,00235,2015-01-06,507,0.1
2600586709,00235,2015-01-06,508,0.12
3623344710,00235,2015-01-06,509,0.1
5576228758,00235,2015-01-06,510,0.12
3623344710,00235,2015-01-06,511,0.1
8719655770,00236,2015-01-06,512,0.12
1471156710,00237,2015-01-06,513,0.12
8502682733,00237,2015-01-06,514,0.12
8719655770,00235,2015-01-06,515,0.1
8502682733,00237,2015-01-06,516,0.1
5648641702,00237,2015-01-06,517,0.1
3623344710,00235,2015-01-06,518,0.1
9283760794,00237,2015-01-06,519,0.1
7771579779,00237,2015-01-06,520,0.12
492472718,00235,2015-01-06,521,0.12
7771579779,00235,2015-01-06,522,0.12
8719655770,00235,2015-01-06,523,0.12
5576228758,00237,2015-01-06,524,0.12
9283760794,00237,2015-01-06,525,0.1
19290992743,00235,2015-01-06,526,0.1
8719655770,00237,2015-01-06,527,0.1
19290992743,00235,2015-01-06,528,0.1
19290992743,00237,2015-01-06,529,0.12
5648641702,00236,2015-01-06,530,0.1
7771579779,00236,2015-01-06,531,0.1
1471156710,00237,2015-01-06,532,0.12
94387575700,00235,2015-01-06,533,0.12
1471156710,00235,2015-01-06,534,0.1
5840119709,00237,2015-01-06,535,0.1
3623344710,00236,2015-01-06,536,0.1
50534475787,00236,2015-01-06,537,0.12
5840119709,00236,2015-01-06,538,0.1
3623344710,00236,2015-01-06,539,0.12
8502682733,00235,2015-01-06,540,0.1
5840119709,00237,2015-01-06,541,0.1
1471156710,00236,2015-01-06,542,0.12
9283760794,00235,2015-01-06,543,0.1
94387575700,00236,2015-01-06,544,0.1
7771579779,00236,2015-01-06,545,0.12
492472718,00236,2015-01-06,546,0.12
492472718,00235,2015-01-06,547,0.12
1471156710,00235,2015-01-06,548,0.1
2600586709,00235,2015-01-06,549,0.12
7771579779,00237,2015-01-07,550,0.1
8719655770,00235,2015-01-07,551,0.1
5840119709,00236,2015-01-07,552,0.12
3623344710,00235,2015-01-07,553,0.1
7771579779,00237,2015-01-07,554,0.12
5576228758,00237,2015-01-07,555,0.1
5648641702,00235,2015-01-07,556,0.12
8502682733,00235,2015-01-07,557,0.1
5648641702,00237,2015-01-07,558,0.1
5576228758,00235,2015-01-07,559,0.12
5840119709,00236,2015-01-07,560,0.1
19290992743,00237,2015-01-07,561,0.1
2600586709,00236,2015-01-07,562,0.1
94387575700,00235,2015-01-07,563,0.1
5840119709,00236,2015-01-07,564,0.12
492472718,00237,2015-01-07,565,0.12
9283760794,00237,2015-01-07,566,0.1
50534475787,00237,2015-01-07,567,0.1
5648641702,00237,2015-01-07,568,0.1
5648641702,00236,2015-01-07,569,0.1
5840119709,00236,2015-01-07,570,0.1
8502682733,00237,2015-01-07,571,0.12
8719655770,00237,2015-01-07,572,0.12
7771579779,00236,2015-01-07,573,0.1
7771579779,00236,2015-01-07,574,0.12
3623344710,00236,2015-01-07,575,0.12
50534475787,00237,2015-01-07,576,0.12
492472718,00237,2015-01-07,577,0.12
94387575700,00235,2015-01-07,578,0.1
5648641702,00236,2015-01-07,579,0.1
5576228758,00237,2015-01-07,580,0.12
94387575700,00235,2015-01-07,581,0.12
5576228758,00236,2015-01-07,582,0.12
9283760794,00237,2015-01-07,583,0.1
19290992743,00235,2015-01-07,584,0.1
5576228758,00235,2015-01-07,585,0.12
9283760794,00235,2015-01-07,586,0.12
5576228758,00235,2015-01-07,587,0.1
94387575700,00235,2015-01-07,588,0.12
7771579779,00237,2015-01-07,589,0.12
5576228758,00237,2015-01-07,590,0.1
8502682733,00237,2015-01-07,591,0.1
5648641702,00236,2015-01-07,592,0.1
8502682733,00236,2015-01-07,593,0.12
492472718,00236,2015-01-07,594,0.12
5576228758,00237,2015-01-07,595,0.1
492472718,00236,2015-01-07,596,0.1
5840119709,00237,2015-01-07,597,0.1
50534475787,00236,2015-01-07,598,0.1
19290992743,00235,2015-01-07,599,0.1
5576228758,00236,2015-01-07,600,0.1
8502682733,00235,2015-01-07,601,0.12
3623344710,00235,2015-01-07,602,0.12
7771579779,00235,2015-01-07,603,0.1
50534475787,00235,2015-01-07,604,0.12
50534475787,00235,2015-01-07,605,0.1
8719655770,00236,2015-01-07,606,0.12
3623344710,00236,2015-01-07,607,0.12
7771579779,00235,2015-01-07,608,0.12
3623344710,00236,2015-01-07,609,0.12
5840119709,00235,2015-01-07,610,0.12
3623344710,00235,2015-01-07,611,0.12
19290992743,00235,2015-01-07,612,0.12
8502682733,00236,2015-01-07,613,0.12
94387575700,00237,2015-01-07,614,0.1
9283760794,00236,2015-01-07,615,0.12
8502682733,00236,2015-01-07,616,0.12
5576228758,00237,2015-01-08,617,0.1
5576228758,00236,2015-01-08,618,0.1
2600586709,00236,2015-01-08,619,0.1
9283760794,00237,2015-01-08,620,0.12
8719655770,00235,2015-01-08,621,0.12
9283760794,00235,2015-01-08,622,0.12
1471156710,00237,2015-01-08,623,0.12
19290992743,00235,2015-01-08,624,0.1
8719655770,00235,2015-01-08,625,0.1
19290992743,00235,2015-01-08,626,0.1
5648641702,00237,2015-01-08,627,0.12
9283760794,00236,2015-01-08,628,0.1
5648641702,00237,2015-01-08,629,0.1
3623344710,00237,2015-01-08,630,0.1
94387575700,00236,2015-01-08,631,0.1
5840119709,00235,2015-01-08,632,0.12
94387575700,00236,2015-01-08,633,0.1
50534475787,00236,2015-01-08,634,0.12
1471156710,00237,2015-01-08,635,0.12
1471156710,00237,2015-01-08,636,0.12
5840119709,00236,2015-01-08,637,0.12
3623344710,00236,2015-01-08,638,0.1
1471156710,00235,2015-01-08,639,0.1
9283760794,00235,2015-01-08,640,0.1
3623344710,00237,2015-01-08,641,0.12
3623344710,00237,2015-01-08,642,0.12
8719655770,00235,2015-01-08,643,0.1
5648641702,00236,2015-01-08,644,0.1
50534475787,00235,2015-01-08,645,0.1
94387575700,00237,2015-01-08,646,0.12
1471156710,00237,2015-01-08,647,0.12
8719655770,00237,2015-01-08,648,0.1
2600586709,00236,2015-01-08,649,0.12
7771579779,00236,2015-01-08,650,0.1
3623344710,00235,2015-01-08,651,0.1
19290992743,00236,2015-01-08,652,0.12
50534475787,00237,2015-01-08,653,0.12
2600586709,00235,2015-01-08,654,0.12
5576228758,00235,2015-01-08,655,0.1
5840119709,00235,2015-01-08,656,0.12
5840119709,00235,2015-01-08,657,0.12
492472718,00237,2015-01-08,658,0.12
5576228758,00237,2015-01-08,659,0.12
19290992743,00237,2015-01-08,660,0.12
9283760794,00237,2015-01-08,661,0.12
492472718,00237,2015-01-08,662,0.12
8502682733,00237,2015-01-08,663,0.1
50534475787,00237,2015-01-08,664,0.1
1471156710,00237,2015-01-08,665,0.1
19290992743,00235,2015-01-08,666,0.1
19290992743,00236,2015-01-08,667,0.1
50534475787,00237,2015-01-08,668,0.1
2600586709,00237,2015-01-08,669,0.12
94387575700,00236,2015-01-08,670,0.12
1471156710,00235,2015-01-08,671,0.1
1471156710,00235,2015-01-08,672,0.12
8502682733,00237,2015-01-08,673,0.1
50534475787,00236,2015-01-08,674,0.12
3623344710,00236,2015-01-08,675,0.12
5840119709,00236,2015-01-08,676,0.1
2600586709,00236,2015-01-08,677,0.1
1471156710,00237,2015-01-08,678,0.12
2600586709,00236,2015-01-08,679,0.12
19290992743,00236,2015-01-08,680,0.1
2600586709,00236,2015-01-08,681,0.12
1471156710,00235,2015-01-08,682,0.1
19290992743,00237,2015-01-08,683,0.12
7771579779,00235,2015-01-08,684,0.12
9283760794,00236,2015-01-08,685,0.12
50534475787,00237,2015-01-08,686,0.12
19290992743,00236,2015-01-08,687,0.1
8719655770,00237,2015-01-08,688,0.1
1471156710,00235,2015-01-08,689,0.12
3623344710,00235,2015-01-08,690,0.1
5648641702,00235,2015-01-08,691,0.1
5840119709,00235,2015-01-08,692,0.12
5576228758,00236,2015-01-08,693,0.1
8502682733,00235,2015-01-08,694,0.12
7771579779,00237,2015-01-08,695,0.1
492472718,00235,2015-01-08,696,0.1
7771579779,00235,2015-01-08,697,0.12
50534475787,00235,2015-01-08,698,0.1
94387575700,00235,2015-01-08,699,0.1
8502682733,00235,2015-01-09,700,0.12
1471156710,00235,2015-01-09,701,0.1
7771579779,00236,2015-01-09,702,0.1
492472718,00237,2015-01-09,703,0.12
7771579779,00235,2015-01-09,704,0.1
19290992743,00235,2015-01-09,705,0.12
2600586709,00237,2015-01-09,706,0.1
9283760794,00235,2015-01-09,707,0.12
2600586709,00236,2015-01-09,708,0.1
1471156710,00235,2015-01-09,709,0.1
8719655770,00237,2015-01-09,710,0.12
5576228758,00235,2015-01-09,711,0.12
492472718,00235,2015-01-09,712,0.1
2600586709,00236,2015-01-09,713,0.1
7771579779,00237,2015-01-09,714,0.1
9283760794,00236,2015-01-09,715,0.12
492472718,00236,2015-01-09,716,0.12
5648641702,00235,2015-01-09,717,0.1
50534475787,00235,2015-01-09,718,0.1
1471156710,00235,2015-01-09,719,0.1
8502682733,00236,2015-01-09,720,0.12
5648641702,00236,2015-01-09,721,0.1
492472718,00235,2015-01-09,722,0.1
19290992743,00237,2015-01-09,723,0.1
5648641702,00237,2015-01-09,724,0.12
1471156710,00235,2015-01-09,725,0.1
1471156710,00235,2015-01-09,726,0.1
50534475787,00236,2015-01-09,727,0.1
8502682733,00236,2015-01-09,728,0.1
9283760794,00235,2015-01-09,729,0.12
5648641702,00235,2015-01-09,730,0.12
2600586709,00236,2015-01-09,731,0.12
5648641702,00235,2015-01-09,732,0.12
8502682733,00236,2015-01-09,733,0.1
3623344710,00236,2015-01-09,734,0.12
7771579779,00235,2015-01-09,735,0.1
19290992743,00237,2015-01-09,736,0.12
9283760794,00237,2015-01-09,737,0.1
5648641702,00237,2015-01-09,738,0.1
5576228758,00237,2015-01-09,739,0.1
19290992743,00237,2015-01-09,740,0.12
5576228758,00236,2015-01-09,741,0.1
50534475787,00236,2015-01-09,742,0.1
1471156710,00237,2015-01-09,743,0.1
492472718,00236,2015-01-09,744,0.12
5648641702,00235,2015-01-09,745,0.1
492472718,00237,2015-01-09,746,0.1
8719655770,00236,2015-01-09,747,0.1
19290992743,00237,2015-01-09,748,0.1
94387575700,00236,2015-01-09,749,0.1
94387575700,00235,2015-01-09,750,0.1
19290992743,00236,2015-01-09,751,0.12
9283760794,00237,2015-01-09,752,0.12
94387575700,00237,2015-01-09,753,0.1
7771579779,00236,2015-01-09,754,0.12
8502682733,00236,2015-01-09,755,0.1
5576228758,00237,2015-01-09,756,0.12
8719655770,00235,2015-01-09,757,0.1
1471156710,00236,2015-01-09,758,0.1
5576228758,00235,2015-01-09,759,0.1
3623344710,00237,2015-01-09,760,0.12
3623344710,00236,2015-01-09,761,0.12
9283760794,00235,2015-01-09,762,0.1
5840119709,00235,2015-01-09,763,0.1
19290992743,00237,2015-01-09,764,0.12
